alpha2;year;p2;ahweal992j;ahwnfa992j;ahwhou992j;ahwbus992j;ahwfin992j;ahwfix992j;ahwcud992j;ahwbol992j;ahwequ992j;ahwpen992j;ahwdeb992j;ahwfie992j
"FR";1992;"p95p100";752646.6;438298.23;276639.32;161658.91;368381.1;121028.55;25972.308;95056.24;217222.99;30129.563;54032.67;342408.8
"FR";1993;"p95p100";758216.2;412896.3;264834.58;148061.73;399351.95;137484.8;26822.213;110662.6;225762.87;36104.267;54032.047;372529.7
"FR";1994;"p95p100";758830.7;402908.81;258821.95;144086.87;411724.55;146600.46;27893.466;118706.99;219970.26;45153.84;55802.711;383831.1
"FR";1995;"p95p100";767408.4;395284.22;255119.3;140164.92;428845.08;164340.37;29678.056;134662.32;210935.69;53569.009;56720.831;399167
"FR";1996;"p95p100";861611.3;379732.57;240992.03;138740.54;537321.91;219043.89;31803.427;187240.45;253661.7;64616.35;55443.23;505518.5
"FR";1997;"p95p100";923418.1;375309.07;242385.94;132923.13;606819.61;242599.4;33986.204;208613.21;284675.07;79545.146;58710.608;572833.4
"FR";1998;"p95p100";992190.6;379281.32;242546.46;136734.88;672242.16;260129.36;35856.965;224272.39;315301.97;96810.824;59332.892;636385.2
"FR";1999;"p95p100";1106648;416995.25;264937.38;152057.89;755293.87;267087.3;36331.044;230756.26;384245.28;103961.31;65641.149;718962.8
"FR";2000;"p95p100";1201883;456335.55;284773.35;171562.2;815901.43;274797.31;35260.584;239536.73;431452.8;109651.34;70353.661;780640.9
"FR";2001;"p95p100";1208782;500095.96;311379.44;188716.52;786008.77;279630.24;33241.515;246388.73;395628.98;110749.57;77322.337;752767.3
"FR";2002;"p95p100";1193685;546812.33;341047.9;205764.45;729472.2;277243.32;32911.049;244332.29;340247.09;111981.81;82599.413;696561.1
"FR";2003;"p95p100";1252482;609721.86;383359.68;226362.18;729996;273067.3;33618.68;239448.62;340032.84;116895.87;87236.022;696377.3
"FR";2004;"p95p100";1355346;687374.66;440212.31;247162.38;759863.92;264586.87;34373.699;230213.18;369754.93;125522.13;91892.688;725490.2
"FR";2005;"p95p100";1475379;779082.54;507390.69;271691.84;791738.35;235668.36;37161.426;198506.93;409337.71;146732.25;95441.983;754576.9
"FR";2006;"p95p100";1618640;865801.7;584015.05;281786.65;857255.55;220446.13;40318.568;180127.55;457189.96;179619.51;104417.4;816937
"FR";2007;"p95p100";1726507;908448.76;629516.43;278932.3;928690.22;218113.17;43924.227;174188.95;495365.61;215211.45;110631.79;884766
"FR";2008;"p95p100";1638967;882621.97;624891.37;257730.6;868394.28;208225.09;48569.702;159655.39;415339.72;244829.46;112049.59;819824.6
"FR";2009;"p95p100";1597998;836734.81;607826.04;228908.72;875122.96;225601.21;54228.095;171373.11;364376.87;285144.9;113860.09;820894.9
"FR";2010;"p95p100";1725864;847505.81;627085.31;220420.53;994895.64;254203.04;58909.835;195293.21;403533.25;337159.33;116537.18;935985.8
"FR";2011;"p95p100";1734326;866117.3;645942.64;220174.68;986075.57;256841.93;58545.805;198296.12;393352.58;335881.08;117867.5;927529.8
"FR";2012;"p95p100";1705717;847325.16;637553.38;209771.78;971864.4;238996.07;59809.601;179186.47;397102.41;335765.9;113473.03;912054.8
"FR";2013;"p95p100";1715917;824552.91;626246.27;198306.65;1001969.5;231385.74;60940.337;170445.4;428610.11;341973.62;110605.57;941029.2
"FR";2014;"p95p100";1722279;803573.83;614672.42;188901.39;1029620.4;235945.04;61310.207;174634.83;443349.76;350325.57;110915.1;968310.1
"FR";1970;"p99p100";1320500;693839.89;209717.9;484122.01;659308.05;406682.51;21779.516;384902.99;244579.87;8045.6692;32648.301;637528.6
"FR";1971;"p99p100";1313698;721591.65;227776.1;493815.55;628255.56;415628.08;23429.016;392199.03;204232.6;8394.9221;36149.14;604826.6
"FR";1972;"p99p100";1361883;763749.1;246284.83;517464.25;640075.15;426796.52;25315.383;401481.13;204594.46;8684.1757;41940.971;614759.8
"FR";1973;"p99p100";1420351;807815.31;270670.09;537145.25;660904.52;427148.7;26883.077;400265.6;224876.17;8879.6741;48369.255;634021.5
"FR";1974;"p99p100";1407098;851641.74;305404.58;546237.16;606775.31;416902.79;27410.932;389491.85;181082.62;8789.9063;51319.1;579364.4
"FR";1975;"p99p100";1387808;882790.03;330564.3;552225.73;557763.13;402170.11;27849.875;374320.25;147058.93;8534.0581;52744.685;529913.3
"FR";1976;"p99p100";1388303;897468.29;344554.72;552913.57;546586.51;398916.83;29237.312;369679.52;138406.76;9262.9044;55751.791;517349.2
"FR";1977;"p99p100";1392627;917890.76;362898.2;554992.6;534645.93;405696.46;30765.79;374930.67;118053.99;10895.472;59910.112;503880.1
"FR";1978;"p99p100";1459256;958906.06;395301.28;563604.78;558565.19;431864.25;31672.991;400191.24;114337.12;12363.839;58214.826;526892.2
"FR";1979;"p99p100";1531698;1001462.9;429774.42;571688.58;589125.59;461820.92;32370.023;429450.89;114121.85;13182.81;58890.24;556755.6
"FR";1980;"p99p100";1531239;1006740.1;448652.29;558087.84;588791.8;468688;32292.881;436395.1;106357.53;13746.248;64293.266;556498.9
"FR";1981;"p99p100";1479370;996519.54;462290.16;534229.42;549170.82;442761.9;32514.274;410247.63;92035.34;14373.582;66320.871;516656.5
"FR";1982;"p99p100";1411331;969761.1;462884.07;506877.02;510275.58;412774.97;33444.878;379330.1;82533.609;14967.011;68705.826;476830.7
"FR";1983;"p99p100";1389610;956601.85;465015.42;491586.42;505505.37;387535.68;34388.359;353147.32;101936.87;16032.837;72497.679;471117
"FR";1984;"p99p100";1382387;940903.68;468507.69;472396;519556.17;368007.32;35008.019;332999.3;133697.92;17850.926;78073.093;484548.1
"FR";1985;"p99p100";1410408;952559.22;481199.46;471359.73;543758.84;320817.46;34532.339;286285.12;204263.3;18678.093;85910.151;509226.5
"FR";1986;"p99p100";1496889;964434.48;494993.82;469440.66;622535.19;270015.31;33806.107;236209.2;332912.67;19607.222;90080.342;588729.1
"FR";1987;"p99p100";1567668;1000711.6;522906.56;477805.05;665285.91;231908.3;33783.336;198124.97;412324.79;21052.832;98329.141;631502.6
"FR";1988;"p99p100";1638584;1033623.4;553094.42;480529.01;715693.57;193370.03;33518.91;159851.12;499782.38;22541.184;110733.44;682174.6
"FR";1989;"p99p100";1765944;999582.86;582896.49;416686.38;886415.78;207697.24;33788.577;173908.65;654561.35;24157.158;120055.01;852627.3
"FR";1990;"p99p100";1764043;978359.95;613057.32;365302.64;914538.35;219794.96;33582.933;186212.03;669686.15;25057.206;128855.69;880955.4
"FR";1991;"p99p100";1837608;1004748.8;613728.04;391020.73;970138.72;249600.57;30922.234;218678.33;689043.1;31495.041;137279.77;939216.4
"FR";1992;"p99p100";1754489;826973.14;535669.49;291303.65;1042826.8;255315.03;28112.332;227202.7;751315.8;36195.929;115310.61;1014714
"FR";1993;"p99p100";1874689;773264.33;515800.65;257463.72;1219394.8;331630.51;30184.683;301445.82;842798.7;44965.605;117969.98;1189210
"FR";1994;"p99p100";1921420;757352.82;490733.28;266619.54;1279175.5;363769.26;30735.433;333033.82;839197.97;76208.317;115108.7;1248440
"FR";1995;"p99p100";1970569;725733.83;480617.42;245116.37;1358906.6;439788.19;32107.551;407680.63;820460.05;98658.286;114071.43;1326799
"FR";1996;"p99p100";2404496;658914.17;433776.71;225137.48;1851044.2;680170.02;33487.244;646682.8;1039318.3;131555.79;105462.08;1817557
"FR";1997;"p99p100";2693980;641767.62;436283.32;205484.33;2161362;796370.38;35794.981;760575.43;1186667.5;178324.07;109149.67;2125567
"FR";1998;"p99p100";2962081;622779.09;428684.28;194094.82;2444576.6;895546.3;37062.965;858483.33;1319332.2;229698.08;105274.43;2407514
"FR";1999;"p99p100";3381399;682748;465876.65;216871.38;2816084;955108.92;38004.106;917104.87;1622948.1;238026.94;117432.95;2778080
"FR";2000;"p99p100";3682901;730043.84;487625.52;242418.32;3076909.2;1009305.7;37484.427;971821.24;1826348;241255.59;124052.15;3039425
"FR";2001;"p99p100";3640013;814354.58;544576.91;269777.67;2966151;1058724.7;36233.774;1022490.9;1676901.3;230525.06;140492.35;2929917
"FR";2002;"p99p100";3501563;934958.36;618204.8;316753.53;2723357.6;1069434.7;37065.842;1032368.9;1437645.4;216277.58;156753.28;2686292
"FR";2003;"p99p100";3628611;1077551.2;704156.16;373395.05;2720576.9;1066574.2;38510.407;1028063.8;1453344.5;200658.19;169516.95;2682067
"FR";2004;"p99p100";3872359;1221358.6;802090.68;419267.99;2828555.9;1029005.7;39111.953;989893.79;1580520.3;219029.76;177555.92;2789444
"FR";2005;"p99p100";4065513;1453469.1;975482.23;477986.91;2804674.1;785092.25;43497.487;741594.8;1731791.4;287790.36;192630.17;2761177
"FR";2006;"p99p100";4359533;1612767.8;1125436.4;487331.39;2958486;667488.35;46853.78;620634.58;1896030.3;394967.43;211720.89;2911632
"FR";2007;"p99p100";4622627;1668189.8;1214500.2;453689.61;3176365.7;617458.51;50896.802;566561.72;2030661.9;528245.5;221928.82;3125469
"FR";2008;"p99p100";4300561;1627721.3;1216818;410903.21;2899355.2;552654.16;56226.962;496427.19;1705033;641668.1;226515.97;2843128
"FR";2009;"p99p100";4162190;1540961.1;1191203.3;349757.89;2855019.4;593726.1;61759.197;531966.91;1488486;772807.3;233790.57;2793260
"FR";2010;"p99p100";4664952;1535130.2;1199212.3;335917.99;3362835.6;708647.69;65930.463;642717.19;1726172.4;928015.52;233014.11;3296905
"FR";2011;"p99p100";4654910;1553965.5;1223112.3;330853.22;3332520.7;735588.3;65781.169;669807.15;1664656.7;932275.99;231576.81;3266740
"FR";2012;"p99p100";4514294;1485829.9;1187448.4;298381.62;3247252.8;633970.91;66762.486;567208.37;1677300.3;935981.62;218788.66;3180491
"FR";2013;"p99p100";4607201;1449226.9;1167153.4;282073.51;3371233.8;607563.55;68024.671;539538.88;1810384;953286.27;213259.89;3303209
"FR";2014;"p99p100";4671254;1414662.5;1145967.1;268695.36;3470448.1;621237.88;68437.539;552800.33;1872642.1;976568.13;213856.69;3402010
"FR";1970;"p99.5p100";1909591;857227.76;274588.45;582639.29;1095373.4;673133.11;22370.628;650762.44;413515.61;8724.6858;43010.55;1073003
"FR";1971;"p99.5p100";1882767;893232.2;297684.7;595547.48;1037069.7;684252.76;23948.284;660304.51;343845.06;8971.8712;47535.445;1013121
"FR";1972;"p99.5p100";1942361;946627.93;321312.04;625315.91;1050787.9;698709.63;25750.341;672959.3;342939.5;9138.8037;55054.918;1025038
"FR";1973;"p99.5p100";2018941;1002880.9;352538.98;650341.93;1079446.3;695050.18;27210.934;667839.2;375203.67;9192.442;63386.404;1052235
"FR";1974;"p99.5p100";1976544;1059713.6;397149.56;662564.01;983973.76;674349.1;27608.441;646740.64;300682.77;8941.8622;67143.508;956365.3
"FR";1975;"p99.5p100";1929138;1100225.7;429217.89;671007.8;897813.44;646333.35;27911.457;618421.89;242958.97;8521.1431;68901.608;869902
"FR";1976;"p99.5p100";1938738;1131160.7;457643.99;673516.69;881992.93;643167.74;29765.557;613402.17;229655.71;9169.4916;74415.713;852227.4
"FR";1977;"p99.5p100";1953122;1170715.7;492995.35;677720.24;864119.08;656667.3;31807.744;624859.51;196748.81;10703.006;81712.443;832311.3
"FR";1978;"p99.5p100";2064640;1239110.1;549184.69;689925.46;906669.23;703197.46;33244.312;669953.18;191409.77;12061.962;81139.675;873424.9
"FR";1979;"p99.5p100";2189583;1312059.2;610533.69;701525.56;961409.52;756705.84;34483.741;722222.06;191922.57;12781.159;83885.402;926925.8
"FR";1980;"p99.5p100";2174477;1307079.9;632879.81;674200.04;958171.5;766014.43;34489.113;731525.31;178286.2;13870.864;90774.676;923682.4
"FR";1981;"p99.5p100";2078771;1282729.5;647503.48;635226;888852.66;720072.42;34812.726;685259.7;153731.8;15048.455;92810.731;854039.9
"FR";1982;"p99.5p100";1962096;1236806.7;643708.49;593098.23;820587.36;667049.41;35897.764;631151.67;137324.26;16213.665;95297.76;784689.6
"FR";1983;"p99.5p100";1917143;1207936.1;642017.41;565918.72;808872.69;622064.78;37000.573;585064.26;168880.27;17927.622;99665.902;771872.1
"FR";1984;"p99.5p100";1898731;1177290.4;642363.73;534926.75;827817.69;586814.65;37758.045;549056.63;220444.09;20558.948;106377.38;790059.6
"FR";1985;"p99.5p100";1953528;1211342.5;658312.78;553029.67;859163.15;498167.26;37058.078;461109.19;339579.25;21416.64;116977.93;822105.1
"FR";1986;"p99.5p100";2104656;1243024.6;675366.4;567658.23;984209.11;404528.12;36090.109;368438.03;557312.73;22368.275;122578.02;948119
"FR";1987;"p99.5p100";2219629;1304308;711310.84;592997.23;1049041.6;330799.03;35871.388;294927.65;694365.75;23876.844;133720.76;1013170
"FR";1988;"p99.5p100";2337397;1360247.9;750208.18;610039.76;1127649.7;256278.03;35391.589;220886.44;845982.05;25389.609;150501.04;1092258
"FR";1989;"p99.5p100";2580633;1301909.1;786197.43;515711.67;1440921.3;286948.55;35017.154;251931.39;1126804.4;27168.4;162197.33;1405904
"FR";1990;"p99.5p100";2601341;1259702;822524.17;437177.82;1514689.8;314484.44;34156.19;280328.25;1172078.4;28126.942;173050.38;1480534
"FR";1991;"p99.5p100";2741603;1276142.7;816617.45;459525.29;1647168.8;382828.86;31839.804;350989.04;1230315.4;34024.586;181708.81;1615329
"FR";1992;"p99.5p100";2589622;1048905.5;711351.09;337554.42;1702359.7;390609.83;28211.961;362397.87;1280396.5;31353.419;161644.03;1674148
"FR";1993;"p99.5p100";2854523;981616.03;683546.55;298069.43;2034960.8;472225.49;30788.868;441436.64;1517123.1;45612.148;162053.97;2004172
"FR";1994;"p99.5p100";2935839;916201.53;627033.52;289168.02;2170451.8;586307.93;31059.624;555248.3;1506953.2;77190.675;150814.6;2139392
"FR";1995;"p99.5p100";3019047;853096.54;598263.85;254832.67;2310382.1;721371.74;32375.274;688996.49;1458634.6;130375.67;144432.24;2278007
"FR";1996;"p99.5p100";3800938;722393.54;513676.91;208716.62;3203885.4;1161520.4;33331.891;1128188.4;1861742.5;180622.56;125340.71;3170554
"FR";1997;"p99.5p100";4313993;683214.61;505132.05;178082.54;3756219.3;1375009.4;35811.382;1339198;2126451.1;254758.65;125440.78;3720408
"FR";1998;"p99.5p100";4769715;661709.38;495531.93;166177.48;4228528.6;1550142.4;37305.185;1512837.2;2351150.6;327235.54;120522.98;4191223
"FR";1999;"p99.5p100";5455933;710854.97;529318.63;181536.31;4877397.5;1667146.1;38200.746;1628945.5;2878835.2;331416.06;132319.49;4839197
"FR";2000;"p99.5p100";5936043;755593.53;553244.29;202349.24;5319825.5;1750178.6;38030.035;1712148.7;3246583.1;323063.66;139376.33;5281796
"FR";2001;"p99.5p100";5803587;856281.55;628602.87;227678.6;5107617;1837884.7;37096.913;1800787.8;2960911.5;308820.61;160311.89;5070520
"FR";2002;"p99.5p100";5522060;1012370.4;727292.81;285077.64;4693396.8;1876993.8;37875.444;1839118.2;2564751.1;251652.05;183707.58;4655521
"FR";2003;"p99.5p100";5701703;1178070.5;845413.37;332657.19;4724990.6;1878008.8;39341.757;1838667.1;2597170.1;249811.46;201358.68;4685649
"FR";2004;"p99.5p100";6044812;1367837.2;972467.12;395370.07;4890287;1804547.7;40146.005;1764401.7;2820126.1;265613.03;213312.76;4850141
"FR";2005;"p99.5p100";6206829;1665069.8;1209281.8;455788.06;4778029;1344774.1;45583.137;1299190.9;3042914.5;390340.31;236269.7;4732446
"FR";2006;"p99.5p100";6560344;1887718.9;1397767.6;489951.18;4932559.1;1113620.9;50155.204;1063465.7;3279532.9;539405.15;259933.8;4882404
"FR";2007;"p99.5p100";6901901;1971601.4;1524451.1;447150.2;5206472.6;1002015.2;54954.195;947060.99;3488691.4;715766.13;276173.57;5151519
"FR";2008;"p99.5p100";6366365;1958374.9;1552023;406351.82;4696192.8;882656.1;61358.831;821297.26;2943385.2;870151.38;288202.47;4634834
"FR";2009;"p99.5p100";6068681;1842505.7;1511518;330987.68;4521399.1;944569.89;67714.243;876855.67;2552597.8;1024231.3;295223.59;4453685
"FR";2010;"p99.5p100";6968352;1833853.5;1512831.9;321021.64;5427176.8;1150869.2;73570.325;1077298.9;3046644;1229663.4;292678.26;5353606
"FR";2011;"p99.5p100";6886880;1844033.8;1512878.7;331154.96;5326770.1;1202219.5;73333.539;1128886;2903937.7;1220613;283923.79;5253436
"FR";2012;"p99.5p100";6613930;1787276.5;1497061.5;290214.89;5101735.5;1003449.3;74622.425;928826.91;2885249.7;1213036.4;275082.15;5027113
"FR";2013;"p99.5p100";6787125;1746065.8;1471712.6;274353.14;5309190.2;959550.14;76033.207;883516.91;3114176.8;1235463.2;268130.83;5233157
"FR";2014;"p99.5p100";6906214;1706458.6;1445117.4;261341.15;5468635.8;981727.77;76494.678;905233.11;3221271.8;1265636.7;268881.2;5392142
"FR";1970;"p99.9p100";4477812;1102492.4;368349.76;734142.72;3434558.6;2102752.5;19144.872;2083607.6;1323992;7814.2906;59239.91;3415414
"FR";1971;"p99.9p100";4374975;1203917.6;430877.47;773040.11;3241561.6;2133306.1;21191.559;2112114.8;1099856.5;8398.8233;70504.67;3220370
"FR";1972;"p99.9p100";4523372;1331873.4;497499.89;834373.47;3278752.7;2173952.3;23543.096;2150409.3;1095846.8;8953.4072;87254.166;3255210
"FR";1973;"p99.9p100";4728009;1470093.1;579765.82;890327.2;3364565.6;2157459.8;25686.9;2131773;1197667;9438.6156;106650.47;3338879
"FR";1974;"p99.9p100";4556724;1618649.9;689596.93;929052.97;3057354.4;2089000.9;26891.188;2062109.6;958716.38;9637.2081;119280.06;3030463
"FR";1975;"p99.9p100";4397455;1745161.8;782935.37;962226.49;2780926.6;1997520;28033.544;1969486.4;773750.79;9655.9272;128633.49;2752893
"FR";1976;"p99.9p100";4487583;1868986;857623.94;1011362.1;2761311.9;2009737.5;30375.427;1979362;741066.49;10508.069;142715.03;2730937
"FR";1977;"p99.9p100";4581687;2010823;947778.42;1063044.5;2731653.6;2075979.9;32954.573;2043025.4;643285.06;12388.681;160790.27;2698699
"FR";1978;"p99.9p100";4948577;2209614.4;1081691.2;1127923.2;2902604.1;2254403.5;34943.081;2219460.3;634113.57;14087.179;163641.78;2867661
"FR";1979;"p99.9p100";5370560;2423453.7;1230517.2;1192936.6;3120323.5;2461045.3;36747.539;2424297.8;644230.45;15047.917;173217.78;3083576
"FR";1980;"p99.9p100";5215461;2327881.8;1240627.5;1087254.2;3069360;2462177.1;38175.81;2424001.2;590773.79;16409.322;181781.49;3031184
"FR";1981;"p99.9p100";4818213;2199987.5;1232997.7;966989.82;2798231.7;2278217.8;39946.559;2238271.4;502135.88;17877.942;180006.81;2758285
"FR";1982;"p99.9p100";4389972;2036791;1189115.8;847675.27;2531936.7;2071224.5;42624.691;2028599.8;441377.23;19334.947;178756.03;2489312
"FR";1983;"p99.9p100";4169413;1903447.8;1148848.8;754598.97;2446492.1;1892009.1;45387.619;1846621.4;533031.95;21451.114;180527.13;2401105
"FR";1984;"p99.9p100";4038592;1772769.4;1112312;660457.33;2451575.8;1745337.2;47776.462;1697560.7;681564.03;24674.489;185753.19;2403799
"FR";1985;"p99.9p100";4220662;1873858.7;1173656.8;700201.79;2556400.5;1432481.2;44729.97;1387751.3;1098819.8;25099.394;209597.67;2511671
"FR";1986;"p99.9p100";4748325;1969706.2;1236283;733423.27;3003619.6;1107548.2;41369.973;1066178.2;1870583.9;25487.53;225001.16;2962250
"FR";1987;"p99.9p100";5130176;2112648.5;1333622.7;779025.92;3268613.3;840574.33;38848.669;801725.71;2401736.2;26302.841;251085.88;3229765
"FR";1988;"p99.9p100";5560727;2251008.4;1438346.3;812662.19;3598409.9;570866.79;35991.914;534874.87;3000706.7;26836.54;288692.06;3562418
"FR";1989;"p99.9p100";6577318;2135604.1;1465523.7;670080.43;4747596.2;689043.57;35049.575;653994;4029947;28605.833;305882.76;4712547
"FR";1990;"p99.9p100";6772358;2038952.8;1490442.6;548510.32;5054131.4;799478.48;33625.517;765852.98;4225182.1;29470.993;320726.7;5020506
"FR";1991;"p99.9p100";7432468;2004318.9;1490527.5;513791.36;5768821.7;1149215.3;29349.022;1119866.3;4592521.5;27085.025;340672.65;5739473
"FR";1992;"p99.9p100";6817853;1459272.8;1108579;350693.92;5617750.7;1104517.4;25275.202;1079242.3;4480760;32473.371;259171.18;5592476
"FR";1993;"p99.9p100";7886425;1484806.2;1189115;295691.23;6695678.9;1305465.2;28596.6;1276868.6;5345315.3;44898.511;294059.97;6667082
"FR";1994;"p99.9p100";8157128;1215414.5;943360.56;272053.9;7176943.2;1772662.2;28746.633;1743915.6;5330606.2;73675.206;235230.23;7148197
"FR";1995;"p99.9p100";8306168;1145974.9;913474.32;232500.56;7388704.3;2219274.1;30500.968;2188773.2;5063035.9;106393.91;228511.27;7358203
"FR";1996;"p99.9p100";1.08e+07;894511.65;722534.27;171977.36;10040294;3650666.8;31440.864;3619225.9;6246862.7;142765.2;183283.84;1.00e+07
"FR";1997;"p99.9p100";1.23e+07;839695;676349.82;163345.19;11608119;4257577.8;33779.799;4223797.9;7143406.4;207134.46;175020.07;1.16e+07
"FR";1998;"p99.9p100";1.34e+07;806762.15;652204.23;154557.91;12751945;4716251.5;35696.328;4680555.3;7793411.5;242281.8;166236.77;1.27e+07
"FR";1999;"p99.9p100";1.53e+07;902713.92;709182.71;193531.2;14590451;5030211.2;37631.914;4992579.3;9297358.2;262881.68;183641.62;1.46e+07
"FR";2000;"p99.9p100";1.66e+07;934942.4;734903.67;200038.77;15878969;5186381.2;37407.17;5148974.4;10432723;259864.27;189439.42;1.58e+07
"FR";2001;"p99.9p100";1.63e+07;1059287.8;855259.16;204028.74;15453324;5559928.5;37137.633;5522790.6;9648200.5;245194.9;221961.03;1.54e+07
"FR";2002;"p99.9p100";1.53e+07;1266518.7;1013596.5;252922.24;14318005;5742281.4;37749.087;5704532.3;8356958.3;218765.6;257712.33;1.43e+07
"FR";2003;"p99.9p100";1.57e+07;1476770.9;1199512.6;277258.24;14525986;5791891.5;39453.231;5752438.5;8503994.8;230098.95;286810.17;1.45e+07
"FR";2004;"p99.9p100";1.64e+07;1731037.9;1381908.9;349129.04;15015656;5479708.3;40729.767;5438978.1;9303604.9;232342.3;302923.39;1.50e+07
"FR";2005;"p99.9p100";1.61e+07;2352288.7;1890391.1;461897.55;14155989;4282342.7;45391.349;4236951.6;9493795.2;379850.41;372466.83;1.41e+07
"FR";2006;"p99.9p100";1.67e+07;2828432.2;2245759.1;582672.98;14279069;3410364.1;50086.355;3360277.8;10292942;575763.13;422454.56;1.42e+07
"FR";2007;"p99.9p100";1.70e+07;3142665.9;2567373.2;575292.72;14335450;2996266.4;55392.613;2940873.8;10599691;739492.67;476453.12;1.43e+07
"FR";2008;"p99.9p100";1.56e+07;3242563.1;2731834.7;510728.26;12901818;2608284.3;61496.897;2546787.3;9403447.4;890086.29;525081;1.28e+07
"FR";2009;"p99.9p100";1.42e+07;3040094.6;2634238.8;405855.66;11703699;2714230;70290.424;2643939.5;7878847.4;1110622.5;535473.91;1.16e+07
"FR";2010;"p99.9p100";1.75e+07;3013813.8;2584296.5;429517.37;14995309;3459629.1;74783.674;3384845.5;10241941;1293738.4;527177.66;1.49e+07
"FR";2011;"p99.9p100";1.68e+07;2975258.9;2522240.4;453018.58;14349027;3600752.2;74986.963;3525765.2;9472382.6;1275892.5;497967.45;1.43e+07
"FR";2012;"p99.9p100";1.55e+07;2889721.5;2519555.3;370166.2;13061551;2795109.2;74101.235;2721007.9;9029404.5;1237037.9;485066.37;1.30e+07
"FR";2013;"p99.9p100";1.60e+07;2828142.1;2478207.4;349934.67;13669515;2663773.9;75502.162;2588271.9;9745832.6;1259908.5;472808.74;1.36e+07
"FR";2014;"p99.9p100";1.64e+07;2767422.1;2434084;333338.02;14099516;2727850.1;75960.411;2651889.8;10080987;1290678.9;474131.95;1.40e+07
